Counter,Profile Title,Profile ID,Rule ID,Selected,Value Title,Value,Value Description
138,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.10_Ensure_unsuccessful_unauthorized_file_access_attempts_are_collected,True,,,
139,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.11_Ensure_events_that_modify_usergroup_information_are_collected,True,,,
140,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.12_Ensure_successful_file_system_mounts_are_collected,True,,,
141,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.13_Ensure_use_of_privileged_commands_is_collected,True,,,
142,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.14_Ensure_file_deletion_events_by_users_are_collected,True,,,
143,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.15_Ensure_kernel_module_loading_and_unloading_is_collected,True,,,
144,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.16_Ensure_system_administrator_actions_sudolog_are_collected,True,,,
145,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.1.17_Ensure_the_audit_configuration_is_immutable,True,,,
146,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed,True,,,
147,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled,True,,,
148,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured,True,,,
149,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured,True,,,
150,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host,True,,,
151,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.,True,,,
152,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog,True,,,
153,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files,True,,,
154,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk,True,,,
155,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured,True,,,
156,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_4.3_Ensure_logrotate_is_configured,True,,,
157,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.1_Ensure_cron_daemon_is_enabled,True,,,
158,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.2_Ensure_permissions_on_etccrontab_are_configured,True,,,
159,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.3_Ensure_permissions_on_etccron.hourly_are_configured,True,,,
160,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.4_Ensure_permissions_on_etccron.daily_are_configured,True,,,
161,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.5_Ensure_permissions_on_etccron.weekly_are_configured,True,,,
162,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.6_Ensure_permissions_on_etccron.monthly_are_configured,True,,,
163,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.7_Ensure_permissions_on_etccron.d_are_configured,True,,,
164,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.1.8_Ensure_atcron_is_restricted_to_authorized_users,True,,,
165,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.1_Ensure_permissions_on_etcsshsshd_config_are_configured,True,,,
166,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.2_Ensure_SSH_access_is_limited,True,,,
167,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.3_Ensure_permissions_on_SSH_private_host_key_files_are_configured,True,,,
168,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.4_Ensure_permissions_on_SSH_public_host_key_files_are_configured,True,,,
169,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.5_Ensure_SSH_LogLevel_is_appropriate,True,,,
170,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.6_Ensure_SSH_X11_forwarding_is_disabled,True,,,
171,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.7_Ensure_SSH_MaxAuthTries_is_set_to_4_or_less,True,,,
172,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.8_Ensure_SSH_IgnoreRhosts_is_enabled,True,,,
173,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.9_Ensure_SSH_HostbasedAuthentication_is_disabled,True,,,
174,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.10_Ensure_SSH_root_login_is_disabled,True,,,
175,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.11_Ensure_SSH_PermitEmptyPasswords_is_disabled,True,,,
176,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.12_Ensure_SSH_PermitUserEnvironment_is_disabled,True,,,
177,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.13_Ensure_SSH_Idle_Timeout_Interval_is_configured,True,,,
178,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.14_Ensure_SSH_LoginGraceTime_is_set_to_one_minute_or_less,True,,,
179,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.15_Ensure_SSH_warning_banner_is_configured,True,,,
180,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.16_Ensure_SSH_PAM_is_enabled,True,,,
181,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.17_Ensure_SSH_AllowTcpForwarding_is_disabled,True,,,
182,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.18_Ensure_SSH_MaxStartups_is_configured,True,,,
183,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.19_Ensure_SSH_MaxSessions_is_set_to_4_or_less,True,,,
184,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.2.20_Ensure_system-wide_crypto_policy_is_not_over-ridden,True,,,
185,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.3.1_Create_custom_authselect_profile,True,,,
186,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.3.2_Select_authselect_profile,True,,,
187,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.3.3_Ensure_authselect_includes_with-faillock,True,,,
188,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.4.1_Ensure_password_creation_requirements_are_configured,True,,,
189,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.4.2_Ensure_lockout_for_failed_password_attempts_is_configured,True,,,
190,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.4.3_Ensure_password_reuse_is_limited,True,,,
191,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.4.4_Ensure_password_hashing_algorithm_is_SHA-512,True,,,
192,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.1.1_Ensure_password_expiration_is_365_days_or_less,True,,,
193,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.1.2_Ensure_minimum_days_between_password_changes_is_7_or_more,True,,,
194,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.1.3_Ensure_password_expiration_warning_days_is_7_or_more,True,,,
195,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.1.4_Ensure_inactive_password_lock_is_30_days_or_less,True,,,
196,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.1.5_Ensure_all_users_last_password_change_date_is_in_the_past,True,,,
197,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.2_Ensure_system_accounts_are_secured,True,,,
198,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.3_Ensure_default_user_shell_timeout_is_900_seconds_or_less,True,,,
199,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.4_Ensure_default_group_for_the_root_account_is_GID_0,True,,,
200,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.5.5_Ensure_default_user_umask_is_027_or_more_restrictive,True,,,
201,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.6_Ensure_root_login_is_restricted_to_system_console,True,,,
202,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_5.7_Ensure_access_to_the_su_command_is_restricted,True,,,
203,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.1_Audit_system_file_permissions,True,,,
204,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.2_Ensure_permissions_on_etcpasswd_are_configured,True,,,
205,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.3_Ensure_permissions_on_etcpasswd-_are_configured,True,,,
206,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.4_Ensure_permissions_on_etcshadow_are_configured,True,,,
207,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.5_Ensure_permissions_on_etcshadow-_are_configured,True,,,
208,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.6_Ensure_permissions_on_etcgshadow_are_configured,True,,,
209,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.7_Ensure_permissions_on_etcgshadow-_are_configured,True,,,
210,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.8_Ensure_permissions_on_etcgroup_are_configured,True,,,
211,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.9_Ensure_permissions_on_etcgroup-_are_configured,True,,,
212,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.10_Ensure_no_world_writable_files_exist,True,,,
213,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.11_Ensure_no_unowned_files_or_directories_exist,True,,,
214,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.12_Ensure_no_ungrouped_files_or_directories_exist,True,,,
215,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.13_Audit_SUID_executables,True,,,
216,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.1.14_Audit_SGID_executables,True,,,
217,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.1_Ensure_password_fields_are_not_empty,True,,,
218,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.2_Ensure_no_legacy__entries_exist_in_etcpasswd,True,,,
219,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.3_Ensure_root_PATH_Integrity,True,,,
220,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.4_Ensure_no_legacy__entries_exist_in_etcshadow,True,,,
221,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.5_Ensure_no_legacy__entries_exist_in_etcgroup,True,,,
222,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.6_Ensure_root_is_the_only_UID_0_account,True,,,
223,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.7_Ensure_users_home_directories_permissions_are_750_or_more_restrictive,True,,,
224,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.8_Ensure_users_own_their_home_directories,True,,,
225,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.9_Ensure_users_dot_files_are_not_group_or_world_writable,True,,,
226,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.10_Ensure_no_users_have_.forward_files,True,,,
227,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.11_Ensure_no_users_have_.netrc_files,True,,,
228,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.12_Ensure_users_.netrc_Files_are_not_group_or_world_accessible,True,,,
229,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.13_Ensure_no_users_have_.rhosts_files,True,,,
230,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.14_Ensure_all_groups_in_etcpasswd_exist_in_etcgroup,True,,,
231,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.15_Ensure_no_duplicate_UIDs_exist,True,,,
232,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.16_Ensure_no_duplicate_GIDs_exist,True,,,
233,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.17_Ensure_no_duplicate_user_names_exist,True,,,
234,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.18_Ensure_no_duplicate_group_names_exist,True,,,
235,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.19_Ensure_shadow_group_is_empty,True,,,
236,Level 2 - Server,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Server,xccdf_org.cisecurity.benchmarks_rule_6.2.20_Ensure_all_users_home_directories_exist,True,,,
1,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.1.1_Ensure_mounting_of_cramfs_filesystems_is_disabled,True,,,
2,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.1.2_Ensure_mounting_of_vFAT_filesystems_is_limited,True,,,
3,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.1.3_Ensure_mounting_of_squashfs_filesystems_is_disabled,True,,,
4,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.1.4_Ensure_mounting_of_udf_filesystems_is_disabled,True,,,
5,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.2_Ensure_tmp_is_configured,True,,,
6,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.3_Ensure_nodev_option_set_on_tmp_partition,True,,,
7,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.4_Ensure_nosuid_option_set_on_tmp_partition,True,,,
8,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.5_Ensure_noexec_option_set_on_tmp_partition,True,,,
9,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.6_Ensure_separate_partition_exists_for_var,True,,,
10,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.7_Ensure_separate_partition_exists_for_vartmp,True,,,
11,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.8_Ensure_nodev_option_set_on_vartmp_partition,True,,,
12,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.9_Ensure_nosuid_option_set_on_vartmp_partition,True,,,
13,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.10_Ensure_noexec_option_set_on_vartmp_partition,True,,,
14,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.11_Ensure_separate_partition_exists_for_varlog,True,,,
15,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.12_Ensure_separate_partition_exists_for_varlogaudit,True,,,
16,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.13_Ensure_separate_partition_exists_for_home,True,,,
17,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.14_Ensure_nodev_option_set_on_home_partition,True,,,
18,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.15_Ensure_nodev_option_set_on_devshm_partition,True,,,
19,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.16_Ensure_nosuid_option_set_on_devshm_partition,True,,,
20,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.17_Ensure_noexec_option_set_on_devshm_partition,True,,,
21,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.18_Ensure_nodev_option_set_on_removable_media_partitions,True,,,
22,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.19_Ensure_nosuid_option_set_on_removable_media_partitions,True,,,
23,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.20_Ensure_noexec_option_set_on_removable_media_partitions,True,,,
24,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.21_Ensure_sticky_bit_is_set_on_all_world-writable_directories,True,,,
25,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.22_Disable_Automounting,True,,,
26,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.1.23_Disable_USB_Storage,True,,,
27,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.2.1_Ensure_Red_Hat_Subscription_Manager_connection_is_configured,True,,,
28,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.2.2_Disable_the_rhnsd_Daemon,True,,,
29,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.2.3_Ensure_GPG_keys_are_configured,True,,,
30,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.2.4_Ensure_gpgcheck_is_globally_activated,True,,,
31,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.2.5_Ensure_package_manager_repositories_are_configured,True,,,
32,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.3.1_Ensure_sudo_is_installed,True,,,
33,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.3.2_Ensure_sudo_commands_use_pty,True,,,
34,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.3.3_Ensure_sudo_log_file_exists,True,,,
35,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.4.1_Ensure_AIDE_is_installed,True,,,
36,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.4.2_Ensure_filesystem_integrity_is_regularly_checked,True,,,
37,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.5.1_Ensure_permissions_on_bootloader_config_are_configured,True,,,
38,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.5.2_Ensure_bootloader_password_is_set,True,,,
39,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.5.3_Ensure_authentication_required_for_single_user_mode,True,,,
40,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.6.1_Ensure_core_dumps_are_restricted,True,,,
41,Level 2 - Workstation,xccdf_org.cisecurity.benchmarks_profile_Level_2_-_Workstation,xccdf_org.cisecurity.benchmarks_rule_1.6.2_Ensure_address_space_layout_randomization_ASLR_is_enabled,True,,,
